extent,cluster_id,start_date,end_date,heatwave_start,heatwave_end,time_range,lat_range,lon_range,heatwave_length,month,year,spatial_extent
"{'time_range': (14016, 14027), 'lat_range': (40.078125, 54.84375), 'lon_range': (-2.4424906541753444e-14, 9.824561403508744), 'heatwave_length': 12}",1430,1978-05-27,1978-06-07,14016,14027,"(14016, 14027)","(40.078125, 54.84375)","(-2.4424906541753444e-14, 9.824561403508744)",12,5,1978,1215396.0
"{'time_range': (14017, 14021), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 5}",1431,1978-05-28,1978-06-01,14017,14021,"(14017, 14021)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",5,5,1978,97776.0
"{'time_range': (14064, 14068), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 5}",1432,1978-07-14,1978-07-18,14064,14068,"(14064, 14068)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",5,7,1978,191705.0
"{'time_range': (14079, 14083), 'lat_range': (48.515625, 54.84375), 'lon_range': (4.9122807017543595, 9.824561403508744), 'heatwave_length': 5}",1434,1978-07-29,1978-08-02,14079,14083,"(14079, 14083)","(48.515625, 54.84375)","(4.9122807017543595, 9.824561403508744)",5,7,1978,238856.0
"{'time_range': (14102, 14107), 'lat_range': (35.859375, 42.1875), 'lon_range': (-8.421052631578968, -2.1052631578947603), 'heatwave_length': 6}",1436,1978-08-21,1978-08-26,14102,14107,"(14102, 14107)","(35.859375, 42.1875)","(-8.421052631578968, -2.1052631578947603)",6,8,1978,384776.0
"{'time_range': (14121, 14141), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.824561403508792, 5.614035087719271), 'heatwave_length': 21}",1437,1978-09-09,1978-09-29,14121,14141,"(14121, 14141)","(35.859375, 54.84375)","(-9.824561403508792, 5.614035087719271)",21,9,1978,2552433.0
"{'time_range': (14133, 14135), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 3}",1438,1978-09-21,1978-09-23,14133,14135,"(14133, 14135)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",3,9,1978,97776.0
"{'time_range': (14150, 14157), 'lat_range': (40.078125, 54.84375), 'lon_range': (-2.1052631578947603, 9.824561403508744), 'heatwave_length': 8}",1441,1978-10-08,1978-10-15,14150,14157,"(14150, 14157)","(40.078125, 54.84375)","(-2.1052631578947603, 9.824561403508744)",8,10,1978,1475837.0
"{'time_range': (14175, 14181), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 7}",1443,1978-11-02,1978-11-08,14175,14181,"(14175, 14181)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",7,11,1978,97776.0
"{'time_range': (14176, 14183), 'lat_range': (40.078125, 46.40625), 'lon_range': (5.614035087719271, 9.824561403508744), 'heatwave_length': 8}",1444,1978-11-03,1978-11-10,14176,14183,"(14176, 14183)","(40.078125, 46.40625)","(5.614035087719271, 9.824561403508744)",8,11,1978,240528.0
"{'time_range': (14181, 14183), 'lat_range': (40.78125, 47.109375), 'lon_range': (-0.7017543859649364, 4.210526315789448), 'heatwave_length': 3}",1445,1978-11-08,1978-11-10,14181,14183,"(14181, 14183)","(40.78125, 47.109375)","(-0.7017543859649364, 4.210526315789448)",3,11,1978,277357.0
"{'time_range': (14187, 14197), 'lat_range': (47.8125, 54.84375), 'lon_range': (-1.4035087719298485, 2.1052631578947114), 'heatwave_length': 11}",1446,1978-11-14,1978-11-24,14187,14197,"(14187, 14197)","(47.8125, 54.84375)","(-1.4035087719298485, 2.1052631578947114)",11,11,1978,191037.0
"{'time_range': (14191, 14193), 'lat_range': (40.078125, 54.84375), 'lon_range': (5.614035087719271, 9.824561403508744), 'heatwave_length': 3}",1450,1978-11-18,1978-11-20,14191,14193,"(14191, 14193)","(40.078125, 54.84375)","(5.614035087719271, 9.824561403508744)",3,11,1978,520884.0
"{'time_range': (14194, 14197), 'lat_range': (40.078125, 54.84375), 'lon_range': (4.210526315789448, 9.824561403508744), 'heatwave_length': 4}",1451,1978-11-21,1978-11-24,14194,14197,"(14194, 14197)","(40.078125, 54.84375)","(4.210526315789448, 9.824561403508744)",4,11,1978,694512.0
"{'time_range': (14211, 14221), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 11}",1453,1978-12-08,1978-12-18,14211,14221,"(14211, 14221)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",11,12,1978,191705.0
"{'time_range': (14228, 14235), 'lat_range': (38.671875, 54.84375), 'lon_range': (-7.719298245614056, 8.42105263157892), 'heatwave_length': 8}",1456,1978-12-25,1979-01-01,14228,14235,"(14228, 14235)","(38.671875, 54.84375)","(-7.719298245614056, 8.42105263157892)",8,12,1978,2215967.0
"{'time_range': (14229, 14235), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 7}",1457,1978-12-26,1979-01-01,14229,14235,"(14229, 14235)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",7,12,1978,191705.0
"{'time_range': (14239, 14243), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 5}",1458,1979-01-05,1979-01-09,14239,14243,"(14239, 14243)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",5,1,1979,191705.0
"{'time_range': (14254, 14263), 'lat_range': (47.8125, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 10}",1459,1979-01-20,1979-01-29,14254,14263,"(14254, 14263)","(47.8125, 54.84375)","(-9.824561403508792, -7.719298245614056)",10,1,1979,114622.0
"{'time_range': (14261, 14263), 'lat_range': (54.84375, 54.84375), 'lon_range': (-4.2105263157894965, 0.7017543859648876), 'heatwave_length': 3}",1460,1979-01-27,1979-01-29,14261,14263,"(14261, 14263)","(54.84375, 54.84375)","(-4.2105263157894965, 0.7017543859648876)",3,1,1979,0.0
"{'time_range': (14270, 14276), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 7}",1461,1979-02-05,1979-02-11,14270,14276,"(14270, 14276)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",7,2,1979,191705.0
"{'time_range': (14271, 14273), 'lat_range': (42.890625, 54.140625), 'lon_range': (-6.315789473684233, 0.7017543859648876), 'heatwave_length': 3}",1462,1979-02-06,1979-02-08,14271,14273,"(14271, 14273)","(42.890625, 54.140625)","(-6.315789473684233, 0.7017543859648876)",3,2,1979,648059.0
"{'time_range': (14275, 14277), 'lat_range': (54.84375, 54.84375), 'lon_range': (-4.2105263157894965, -0.7017543859649364), 'heatwave_length': 3}",1463,1979-02-10,1979-02-12,14275,14277,"(14275, 14277)","(54.84375, 54.84375)","(-4.2105263157894965, -0.7017543859649364)",3,2,1979,0.0
"{'time_range': (14365, 14371), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.824561403508792, 9.824561403508744), 'heatwave_length': 7}",1466,1979-05-11,1979-05-17,14365,14371,"(14365, 14371)","(35.859375, 54.84375)","(-9.824561403508792, 9.824561403508744)",7,5,1979,3248551.0
"{'time_range': (14383, 14391), 'lat_range': (44.296875, 54.84375), 'lon_range': (-4.2105263157894965, 9.824561403508744), 'heatwave_length': 9}",1468,1979-05-29,1979-06-06,14383,14391,"(14383, 14391)","(44.296875, 54.84375)","(-4.2105263157894965, 9.824561403508744)",9,5,1979,1189611.0
"{'time_range': (14423, 14425), 'lat_range': (36.5625, 52.03125), 'lon_range': (-7.719298245614056, -2.4424906541753444e-14), 'heatwave_length': 3}",1471,1979-07-08,1979-07-10,14423,14425,"(14423, 14425)","(36.5625, 52.03125)","(-7.719298245614056, -2.4424906541753444e-14)",3,7,1979,1059081.0
"{'time_range': (14442, 14445), 'lat_range': (36.5625, 46.40625), 'lon_range': (-9.824561403508792, -2.8070175438596725), 'heatwave_length': 4}",1472,1979-07-27,1979-07-30,14442,14445,"(14442, 14445)","(36.5625, 46.40625)","(-9.824561403508792, -2.8070175438596725)",4,7,1979,641288.0
"{'time_range': (14449, 14453), 'lat_range': (44.296875, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 5}",1473,1979-08-03,1979-08-07,14449,14453,"(14449, 14453)","(44.296875, 54.84375)","(-9.824561403508792, -7.719298245614056)",5,8,1979,178442.0
"{'time_range': (14515, 14523), 'lat_range': (40.078125, 54.84375), 'lon_range': (-0.7017543859649364, 9.824561403508744), 'heatwave_length': 9}",1478,1979-10-08,1979-10-16,14515,14523,"(14515, 14523)","(40.078125, 54.84375)","(-0.7017543859649364, 9.824561403508744)",9,10,1979,1302210.0
"{'time_range': (14544, 14546), 'lat_range': (37.265625, 47.109375), 'lon_range': (-7.017543859649145, -2.1052631578947603), 'heatwave_length': 3}",1482,1979-11-06,1979-11-08,14544,14546,"(14544, 14546)","(37.265625, 47.109375)","(-7.017543859649145, -2.1052631578947603)",3,11,1979,443997.0
"{'time_range': (14563, 14570), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 8}",1483,1979-11-25,1979-12-02,14563,14570,"(14563, 14570)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",8,11,1979,97776.0
"{'time_range': (14565, 14581), 'lat_range': (35.859375, 54.84375), 'lon_range': (-8.421052631578968, 9.824561403508744), 'heatwave_length': 17}",1484,1979-11-27,1979-12-13,14565,14581,"(14565, 14581)","(35.859375, 54.84375)","(-8.421052631578968, 9.824561403508744)",17,11,1979,3016511.0
"{'time_range': (14568, 14573), 'lat_range': (44.296875, 54.84375), 'lon_range': (-9.824561403508792, -8.421052631578968), 'heatwave_length': 6}",1486,1979-11-30,1979-12-05,14568,14573,"(14568, 14573)","(44.296875, 54.84375)","(-9.824561403508792, -8.421052631578968)",6,11,1979,118961.0
"{'time_range': (14583, 14586), 'lat_range': (36.5625, 54.84375), 'lon_range': (-8.421052631578968, 7.719298245614008), 'heatwave_length': 4}",1487,1979-12-15,1979-12-18,14583,14586,"(14583, 14586)","(36.5625, 54.84375)","(-8.421052631578968, 7.719298245614008)",4,12,1979,2553611.0
"{'time_range': (14623, 14627), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 5}",1488,1980-01-24,1980-01-28,14623,14627,"(14623, 14627)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",5,1,1980,191705.0
"{'time_range': (14634, 14639), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 6}",1491,1980-02-04,1980-02-09,14634,14639,"(14634, 14639)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",6,2,1980,191705.0
"{'time_range': (14688, 14694), 'lat_range': (35.859375, 52.734375), 'lon_range': (-9.824561403508792, -2.4424906541753444e-14), 'heatwave_length': 7}",1494,1980-03-30,1980-04-05,14688,14694,"(14688, 14694)","(35.859375, 52.734375)","(-9.824561403508792, -2.4424906541753444e-14)",7,3,1980,1470460.0
"{'time_range': (14702, 14707), 'lat_range': (40.078125, 54.84375), 'lon_range': (3.508771929824536, 9.824561403508744), 'heatwave_length': 6}",1497,1980-04-13,1980-04-18,14702,14707,"(14702, 14707)","(40.078125, 54.84375)","(3.508771929824536, 9.824561403508744)",6,4,1980,781326.0
"{'time_range': (14731, 14738), 'lat_range': (40.078125, 46.40625), 'lon_range': (5.614035087719271, 9.824561403508744), 'heatwave_length': 8}",1498,1980-05-12,1980-05-19,14731,14738,"(14731, 14738)","(40.078125, 46.40625)","(5.614035087719271, 9.824561403508744)",8,5,1980,240528.0
"{'time_range': (14732, 14738), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 7}",1499,1980-05-13,1980-05-19,14732,14738,"(14732, 14738)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",7,5,1980,97776.0
"{'time_range': (14753, 14757), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.824561403508792, 9.824561403508744), 'heatwave_length': 5}",1500,1980-06-03,1980-06-07,14753,14757,"(14753, 14757)","(35.859375, 54.84375)","(-9.824561403508792, 9.824561403508744)",5,6,1980,3248551.0
"{'time_range': (14763, 14765), 'lat_range': (51.328125, 54.140625), 'lon_range': (-9.824561403508792, -9.122807017543881), 'heatwave_length': 3}",1501,1980-06-13,1980-06-15,14763,14765,"(14763, 14765)","(51.328125, 54.140625)","(-9.824561403508792, -9.122807017543881)",3,6,1980,14810.0
"{'time_range': (14803, 14805), 'lat_range': (38.671875, 46.40625), 'lon_range': (-5.614035087719321, -2.1052631578947603), 'heatwave_length': 3}",1503,1980-07-23,1980-07-25,14803,14805,"(14803, 14805)","(38.671875, 46.40625)","(-5.614035087719321, -2.1052631578947603)",3,7,1980,247791.0
"{'time_range': (14812, 14815), 'lat_range': (44.296875, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 4}",1504,1980-08-01,1980-08-04,14812,14815,"(14812, 14815)","(44.296875, 54.84375)","(-9.824561403508792, -7.719298245614056)",4,8,1980,178442.0
"{'time_range': (14813, 14818), 'lat_range': (40.78125, 54.84375), 'lon_range': (-3.5087719298245847, 9.122807017543831), 'heatwave_length': 6}",1505,1980-08-02,1980-08-07,14813,14818,"(14813, 14818)","(40.78125, 54.84375)","(-3.5087719298245847, 9.122807017543831)",6,8,1980,1478260.0
"{'time_range': (14831, 14835), 'lat_range': (35.859375, 49.21875), 'lon_range': (-9.824561403508792, -1.4035087719298485), 'heatwave_length': 5}",1506,1980-08-20,1980-08-24,14831,14835,"(14831, 14835)","(35.859375, 49.21875)","(-9.824561403508792, -1.4035087719298485)",5,8,1980,1027208.0
"{'time_range': (14855, 14860), 'lat_range': (35.859375, 45.703125), 'lon_range': (-9.824561403508792, 0.7017543859648876), 'heatwave_length': 6}",1508,1980-09-13,1980-09-18,14855,14860,"(14855, 14860)","(35.859375, 45.703125)","(-9.824561403508792, 0.7017543859648876)",6,9,1980,972297.0
"{'time_range': (14861, 14864), 'lat_range': (47.109375, 54.84375), 'lon_range': (0.7017543859648876, 9.824561403508744), 'heatwave_length': 4}",1509,1980-09-19,1980-09-22,14861,14864,"(14861, 14864)","(47.109375, 54.84375)","(0.7017543859648876, 9.824561403508744)",4,9,1980,550543.0
"{'time_range': (14867, 14869), 'lat_range': (37.265625, 48.515625), 'lon_range': (-8.421052631578968, -0.7017543859649364), 'heatwave_length': 3}",1510,1980-09-25,1980-09-27,14867,14869,"(14867, 14869)","(37.265625, 48.515625)","(-8.421052631578968, -0.7017543859649364)",3,9,1980,788453.0
"{'time_range': (14871, 14875), 'lat_range': (35.859375, 49.21875), 'lon_range': (-8.421052631578968, -1.4035087719298485), 'heatwave_length': 5}",1512,1980-09-29,1980-10-03,14871,14875,"(14871, 14875)","(35.859375, 49.21875)","(-8.421052631578968, -1.4035087719298485)",5,9,1980,856006.0
"{'time_range': (14899, 14904), 'lat_range': (35.859375, 54.84375), 'lon_range': (-8.421052631578968, 9.824561403508744), 'heatwave_length': 6}",1513,1980-10-27,1980-11-01,14899,14904,"(14899, 14904)","(35.859375, 54.84375)","(-8.421052631578968, 9.824561403508744)",6,10,1980,3016511.0
"{'time_range': (14918, 14921), 'lat_range': (40.78125, 54.84375), 'lon_range': (-2.1052631578947603, 9.824561403508744), 'heatwave_length': 4}",1514,1980-11-15,1980-11-18,14918,14921,"(14918, 14921)","(40.78125, 54.84375)","(-2.1052631578947603, 9.824561403508744)",4,11,1980,1396134.0
"{'time_range': (14922, 14925), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 4}",1516,1980-11-19,1980-11-22,14922,14925,"(14922, 14925)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",4,11,1980,97776.0
"{'time_range': (14923, 14928), 'lat_range': (40.078125, 54.84375), 'lon_range': (-2.8070175438596725, 9.824561403508744), 'heatwave_length': 6}",1517,1980-11-20,1980-11-25,14923,14928,"(14923, 14928)","(40.078125, 54.84375)","(-2.8070175438596725, 9.824561403508744)",6,11,1980,1562651.0
"{'time_range': (14944, 14947), 'lat_range': (40.78125, 46.40625), 'lon_range': (5.614035087719271, 9.824561403508744), 'heatwave_length': 4}",1518,1980-12-11,1980-12-14,14944,14947,"(14944, 14947)","(40.78125, 46.40625)","(5.614035087719271, 9.824561403508744)",4,12,1980,212565.0
"{'time_range': (14946, 14948), 'lat_range': (40.78125, 54.84375), 'lon_range': (-2.8070175438596725, 9.824561403508744), 'heatwave_length': 3}",1519,1980-12-13,1980-12-15,14946,14948,"(14946, 14948)","(40.78125, 54.84375)","(-2.8070175438596725, 9.824561403508744)",3,12,1980,1478260.0
"{'time_range': (14955, 14958), 'lat_range': (36.5625, 44.296875), 'lon_range': (-8.421052631578968, -4.2105263157894965), 'heatwave_length': 4}",1520,1980-12-22,1980-12-25,14955,14958,"(14955, 14958)","(36.5625, 44.296875)","(-8.421052631578968, -4.2105263157894965)",4,12,1980,307191.0
"{'time_range': (14956, 14958), 'lat_range': (40.078125, 54.84375), 'lon_range': (2.1052631578947114, 9.824561403508744), 'heatwave_length': 3}",1521,1980-12-23,1980-12-25,14956,14958,"(14956, 14958)","(40.078125, 54.84375)","(2.1052631578947114, 9.824561403508744)",3,12,1980,954954.0
"{'time_range': (14971, 14973), 'lat_range': (35.859375, 40.78125), 'lon_range': (-8.421052631578968, -4.912280701754408), 'heatwave_length': 3}",1523,1981-01-07,1981-01-09,14971,14973,"(14971, 14973)","(35.859375, 40.78125)","(-8.421052631578968, -4.912280701754408)",3,1,1981,167902.0
"{'time_range': (14983, 14998), 'lat_range': (35.859375, 49.21875), 'lon_range': (-9.824561403508792, -1.4035087719298485), 'heatwave_length': 16}",1524,1981-01-19,1981-02-03,14983,14998,"(14983, 14998)","(35.859375, 49.21875)","(-9.824561403508792, -1.4035087719298485)",16,1,1981,1027208.0
"{'time_range': (14995, 14998), 'lat_range': (52.03125, 54.84375), 'lon_range': (-4.2105263157894965, 1.4035087719297996), 'heatwave_length': 4}",1526,1981-01-31,1981-02-03,14995,14998,"(14995, 14998)","(52.03125, 54.84375)","(-4.2105263157894965, 1.4035087719297996)",4,1,1981,116558.0
"{'time_range': (15001, 15004), 'lat_range': (35.859375, 50.625), 'lon_range': (-8.421052631578968, -2.4424906541753444e-14), 'heatwave_length': 4}",1527,1981-02-06,1981-02-09,15001,15004,"(15001, 15004)","(35.859375, 50.625)","(-8.421052631578968, -2.4424906541753444e-14)",4,2,1981,1122465.0
"{'time_range': (15002, 15004), 'lat_range': (51.328125, 54.84375), 'lon_range': (-0.7017543859649364, 3.508771929824536), 'heatwave_length': 3}",1530,1981-02-07,1981-02-09,15002,15004,"(15002, 15004)","(51.328125, 54.84375)","(-0.7017543859649364, 3.508771929824536)",3,2,1981,110175.0
"{'time_range': (15030, 15036), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.824561403508792, 9.824561403508744), 'heatwave_length': 7}",1532,1981-03-07,1981-03-13,15030,15036,"(15030, 15036)","(35.859375, 54.84375)","(-9.824561403508792, 9.824561403508744)",7,3,1981,3248551.0
"{'time_range': (15033, 15036), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 4}",1533,1981-03-10,1981-03-13,15033,15036,"(15033, 15036)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",4,3,1981,191705.0
"{'time_range': (15046, 15060), 'lat_range': (37.265625, 54.84375), 'lon_range': (-9.824561403508792, 9.824561403508744), 'heatwave_length': 15}",1536,1981-03-23,1981-04-06,15046,15060,"(15046, 15060)","(37.265625, 54.84375)","(-9.824561403508792, 9.824561403508744)",15,3,1981,2970323.0
"{'time_range': (15048, 15053), 'lat_range': (45.703125, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 6}",1537,1981-03-25,1981-03-30,15048,15053,"(15048, 15053)","(45.703125, 54.84375)","(-9.824561403508792, -7.719298245614056)",6,3,1981,152410.0
"{'time_range': (15053, 15058), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 6}",1538,1981-03-30,1981-04-04,15053,15058,"(15053, 15058)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",6,3,1981,97776.0
"{'time_range': (15061, 15067), 'lat_range': (45.0, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 7}",1539,1981-04-07,1981-04-13,15061,15067,"(15061, 15067)","(45.0, 54.84375)","(-9.824561403508792, -7.719298245614056)",7,4,1981,165343.0
"{'time_range': (15069, 15073), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 5}",1541,1981-04-15,1981-04-19,15069,15073,"(15069, 15073)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",5,4,1981,97776.0
"{'time_range': (15093, 15098), 'lat_range': (49.21875, 54.84375), 'lon_range': (2.8070175438596237, 9.824561403508744), 'heatwave_length': 6}",1542,1981-05-09,1981-05-14,15093,15098,"(15093, 15098)","(49.21875, 54.84375)","(2.8070175438596237, 9.824561403508744)",6,5,1981,300949.0
"{'time_range': (15103, 15106), 'lat_range': (45.0, 54.84375), 'lon_range': (-1.4035087719298485, 9.824561403508744), 'heatwave_length': 4}",1543,1981-05-19,1981-05-22,15103,15106,"(15103, 15106)","(45.0, 54.84375)","(-1.4035087719298485, 9.824561403508744)",4,5,1981,881829.0
"{'time_range': (15114, 15118), 'lat_range': (48.515625, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 5}",1545,1981-05-30,1981-06-03,15114,15118,"(15114, 15118)","(48.515625, 54.84375)","(-9.824561403508792, -7.719298245614056)",5,5,1981,102367.0
"{'time_range': (15115, 15119), 'lat_range': (43.59375, 54.84375), 'lon_range': (-4.2105263157894965, 9.122807017543831), 'heatwave_length': 5}",1546,1981-05-31,1981-06-04,15115,15119,"(15115, 15119)","(43.59375, 54.84375)","(-4.2105263157894965, 9.122807017543831)",5,5,1981,1214132.0
"{'time_range': (15122, 15136), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.824561403508792, 5.614035087719271), 'heatwave_length': 15}",1547,1981-06-07,1981-06-21,15122,15136,"(15122, 15136)","(35.859375, 54.84375)","(-9.824561403508792, 5.614035087719271)",15,6,1981,2552433.0
"{'time_range': (15154, 15156), 'lat_range': (49.921875, 54.84375), 'lon_range': (4.9122807017543595, 9.824561403508744), 'heatwave_length': 3}",1549,1981-07-09,1981-07-11,15154,15156,"(15154, 15156)","(49.921875, 54.84375)","(4.9122807017543595, 9.824561403508744)",3,7,1981,182878.0
"{'time_range': (15159, 15161), 'lat_range': (35.859375, 40.78125), 'lon_range': (-7.017543859649145, -2.1052631578947603), 'heatwave_length': 3}",1550,1981-07-14,1981-07-16,15159,15161,"(15159, 15161)","(35.859375, 40.78125)","(-7.017543859649145, -2.1052631578947603)",3,7,1981,235063.0
"{'time_range': (15172, 15176), 'lat_range': (35.859375, 48.515625), 'lon_range': (-7.719298245614056, 3.508771929824536), 'heatwave_length': 5}",1551,1981-07-27,1981-07-31,15172,15176,"(15172, 15176)","(35.859375, 48.515625)","(-7.719298245614056, 3.508771929824536)",5,7,1981,1304807.0
"{'time_range': (15177, 15183), 'lat_range': (40.78125, 54.84375), 'lon_range': (-4.2105263157894965, 9.824561403508744), 'heatwave_length': 7}",1552,1981-08-01,1981-08-07,15177,15183,"(15177, 15183)","(40.78125, 54.84375)","(-4.2105263157894965, 9.824561403508744)",7,8,1981,1642511.0
"{'time_range': (15189, 15192), 'lat_range': (35.859375, 47.109375), 'lon_range': (-6.315789473684233, 4.210526315789448), 'heatwave_length': 4}",1554,1981-08-13,1981-08-16,15189,15192,"(15189, 15192)","(35.859375, 47.109375)","(-6.315789473684233, 4.210526315789448)",4,8,1981,1099351.0
"{'time_range': (15201, 15214), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 14}",1555,1981-08-25,1981-09-07,15201,15214,"(15201, 15214)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",14,8,1981,97776.0
"{'time_range': (15202, 15204), 'lat_range': (35.859375, 40.78125), 'lon_range': (-3.5087719298245847, -1.4035087719298485), 'heatwave_length': 3}",1556,1981-08-26,1981-08-28,15202,15204,"(15202, 15204)","(35.859375, 40.78125)","(-3.5087719298245847, -1.4035087719298485)",3,8,1981,100741.0
"{'time_range': (15212, 15218), 'lat_range': (40.078125, 52.03125), 'lon_range': (4.210526315789448, 9.824561403508744), 'heatwave_length': 7}",1559,1981-09-05,1981-09-11,15212,15218,"(15212, 15218)","(40.078125, 52.03125)","(4.210526315789448, 9.824561403508744)",7,9,1981,577091.0
"{'time_range': (15213, 15217), 'lat_range': (37.96875, 44.296875), 'lon_range': (-9.824561403508792, -3.5087719298245847), 'heatwave_length': 5}",1560,1981-09-06,1981-09-10,15213,15217,"(15213, 15217)","(37.96875, 44.296875)","(-9.824561403508792, -3.5087719298245847)",5,9,1981,373037.0
"{'time_range': (15222, 15228), 'lat_range': (36.5625, 47.8125), 'lon_range': (-6.315789473684233, -2.4424906541753444e-14), 'heatwave_length': 7}",1561,1981-09-15,1981-09-21,15222,15228,"(15222, 15228)","(36.5625, 47.8125)","(-6.315789473684233, -2.4424906541753444e-14)",7,9,1981,652403.0
"{'time_range': (15229, 15231), 'lat_range': (54.84375, 54.84375), 'lon_range': (-3.5087719298245847, -2.4424906541753444e-14), 'heatwave_length': 3}",1563,1981-09-22,1981-09-24,15229,15231,"(15229, 15231)","(54.84375, 54.84375)","(-3.5087719298245847, -2.4424906541753444e-14)",3,9,1981,0.0
"{'time_range': (15241, 15258), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 18}",1564,1981-10-04,1981-10-21,15241,15258,"(15241, 15258)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",18,10,1981,191705.0
"{'time_range': (15249, 15258), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.824561403508792, 4.210526315789448), 'heatwave_length': 10}",1565,1981-10-12,1981-10-21,15249,15258,"(15249, 15258)","(35.859375, 54.84375)","(-9.824561403508792, 4.210526315789448)",10,10,1981,2320393.0
"{'time_range': (15254, 15256), 'lat_range': (54.84375, 54.84375), 'lon_range': (-4.2105263157894965, -0.7017543859649364), 'heatwave_length': 3}",1566,1981-10-17,1981-10-19,15254,15256,"(15254, 15256)","(54.84375, 54.84375)","(-4.2105263157894965, -0.7017543859649364)",3,10,1981,0.0
"{'time_range': (15269, 15301), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.824561403508792, 9.824561403508744), 'heatwave_length': 33}",1567,1981-11-01,1981-12-03,15269,15301,"(15269, 15301)","(35.859375, 54.84375)","(-9.824561403508792, 9.824561403508744)",33,11,1981,3248551.0
"{'time_range': (15307, 15311), 'lat_range': (54.84375, 54.84375), 'lon_range': (-3.5087719298245847, -0.7017543859649364), 'heatwave_length': 5}",1569,1981-12-09,1981-12-13,15307,15311,"(15307, 15311)","(54.84375, 54.84375)","(-3.5087719298245847, -0.7017543859649364)",5,12,1981,0.0
