extent,cluster_id,start_date,end_date,heatwave_start,heatwave_end,time_range,lat_range,lon_range,heatwave_length,month,year,spatial_extent
"{'time_range': (1314, 1329), 'lat_range': (35.859375, 54.84375), 'lon_range': (-8.421052631578968, 9.824561403508744), 'heatwave_length': 16}",131,1943-08-08,1943-08-23,1314,1329,"(1314, 1329)","(35.859375, 54.84375)","(-8.421052631578968, 9.824561403508744)",16,8,1943,3016511.0
"{'time_range': (1335, 1357), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.824561403508792, 9.824561403508744), 'heatwave_length': 23}",132,1943-08-29,1943-09-20,1335,1357,"(1335, 1357)","(35.859375, 54.84375)","(-9.824561403508792, 9.824561403508744)",23,8,1943,3248551.0
"{'time_range': (1344, 1352), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 9}",133,1943-09-07,1943-09-15,1344,1352,"(1344, 1352)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",9,9,1943,191705.0
"{'time_range': (1357, 1362), 'lat_range': (47.8125, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 6}",134,1943-09-20,1943-09-25,1357,1362,"(1357, 1362)","(47.8125, 54.84375)","(-9.824561403508792, -7.719298245614056)",6,9,1943,114622.0
"{'time_range': (1385, 1391), 'lat_range': (44.296875, 54.84375), 'lon_range': (-3.5087719298245847, 9.824561403508744), 'heatwave_length': 7}",136,1943-10-18,1943-10-24,1385,1391,"(1385, 1391)","(44.296875, 54.84375)","(-3.5087719298245847, 9.824561403508744)",7,10,1943,1130130.0
"{'time_range': (1399, 1401), 'lat_range': (47.109375, 54.84375), 'lon_range': (4.9122807017543595, 8.42105263157892), 'heatwave_length': 3}",137,1943-11-01,1943-11-03,1399,1401,"(1399, 1401)","(47.109375, 54.84375)","(4.9122807017543595, 8.42105263157892)",3,11,1943,211747.0
"{'time_range': (1485, 1492), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 8}",139,1944-01-26,1944-02-02,1485,1492,"(1485, 1492)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",8,1,1944,97776.0
"{'time_range': (1541, 1547), 'lat_range': (35.859375, 44.296875), 'lon_range': (-8.421052631578968, -1.4035087719298485), 'heatwave_length': 7}",141,1944-03-23,1944-03-29,1541,1547,"(1541, 1547)","(35.859375, 44.296875)","(-8.421052631578968, -1.4035087719298485)",7,3,1944,561438.0
"{'time_range': (1542, 1547), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 6}",142,1944-03-24,1944-03-29,1542,1547,"(1542, 1547)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",6,3,1944,97776.0
"{'time_range': (1543, 1546), 'lat_range': (40.78125, 47.8125), 'lon_range': (5.614035087719271, 9.824561403508744), 'heatwave_length': 4}",143,1944-03-25,1944-03-28,1543,1546,"(1543, 1546)","(40.78125, 47.8125)","(5.614035087719271, 9.824561403508744)",4,3,1944,262582.0
"{'time_range': (1552, 1557), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 6}",145,1944-04-03,1944-04-08,1552,1557,"(1552, 1557)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",6,4,1944,191705.0
"{'time_range': (1564, 1566), 'lat_range': (47.8125, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 3}",147,1944-04-15,1944-04-17,1564,1566,"(1564, 1566)","(47.8125, 54.84375)","(-9.824561403508792, -7.719298245614056)",3,4,1944,114622.0
"{'time_range': (1571, 1573), 'lat_range': (41.484375, 46.40625), 'lon_range': (5.614035087719271, 8.42105263157892), 'heatwave_length': 3}",149,1944-04-22,1944-04-24,1571,1573,"(1571, 1573)","(41.484375, 46.40625)","(5.614035087719271, 8.42105263157892)",3,4,1944,123270.0
"{'time_range': (1572, 1575), 'lat_range': (35.859375, 52.03125), 'lon_range': (-9.824561403508792, 4.210526315789448), 'heatwave_length': 4}",150,1944-04-23,1944-04-26,1572,1575,"(1572, 1575)","(35.859375, 52.03125)","(-9.824561403508792, 4.210526315789448)",4,4,1944,2025144.0
"{'time_range': (1579, 1585), 'lat_range': (35.859375, 52.734375), 'lon_range': (-9.824561403508792, 3.508771929824536), 'heatwave_length': 7}",151,1944-04-30,1944-05-06,1579,1585,"(1579, 1585)","(35.859375, 52.734375)","(-9.824561403508792, 3.508771929824536)",7,4,1944,1995624.0
"{'time_range': (1584, 1594), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 11}",153,1944-05-05,1944-05-15,1584,1594,"(1584, 1594)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",11,5,1944,191705.0
"{'time_range': (1586, 1589), 'lat_range': (54.84375, 54.84375), 'lon_range': (-4.2105263157894965, -0.7017543859649364), 'heatwave_length': 4}",154,1944-05-07,1944-05-10,1586,1589,"(1586, 1589)","(54.84375, 54.84375)","(-4.2105263157894965, -0.7017543859649364)",4,5,1944,0.0
"{'time_range': (1590, 1593), 'lat_range': (40.78125, 48.515625), 'lon_range': (-0.7017543859649364, 9.824561403508744), 'heatwave_length': 4}",155,1944-05-11,1944-05-14,1590,1593,"(1590, 1593)","(40.78125, 48.515625)","(-0.7017543859649364, 9.824561403508744)",4,5,1944,717764.0
"{'time_range': (1605, 1614), 'lat_range': (40.078125, 54.84375), 'lon_range': (-0.7017543859649364, 9.824561403508744), 'heatwave_length': 10}",156,1944-05-26,1944-06-04,1605,1614,"(1605, 1614)","(40.078125, 54.84375)","(-0.7017543859649364, 9.824561403508744)",10,5,1944,1302210.0
"{'time_range': (1607, 1611), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 5}",157,1944-05-28,1944-06-01,1607,1611,"(1607, 1611)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",5,5,1944,97776.0
"{'time_range': (1627, 1629), 'lat_range': (35.859375, 37.96875), 'lon_range': (-7.719298245614056, -3.5087719298245847), 'heatwave_length': 3}",158,1944-06-17,1944-06-19,1627,1629,"(1627, 1629)","(35.859375, 37.96875)","(-7.719298245614056, -3.5087719298245847)",3,6,1944,87999.0
"{'time_range': (1630, 1632), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 3}",159,1944-06-20,1944-06-22,1630,1632,"(1630, 1632)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",3,6,1944,97776.0
"{'time_range': (1638, 1643), 'lat_range': (44.296875, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 6}",160,1944-06-28,1944-07-03,1638,1643,"(1638, 1643)","(44.296875, 54.84375)","(-9.824561403508792, -7.719298245614056)",6,6,1944,178442.0
"{'time_range': (1670, 1673), 'lat_range': (35.859375, 47.109375), 'lon_range': (-9.824561403508792, -1.4035087719298485), 'heatwave_length': 4}",163,1944-07-30,1944-08-02,1670,1673,"(1670, 1673)","(35.859375, 47.109375)","(-9.824561403508792, -1.4035087719298485)",4,7,1944,879480.0
"{'time_range': (1675, 1678), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 4}",165,1944-08-04,1944-08-07,1675,1678,"(1675, 1678)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",4,8,1944,97776.0
"{'time_range': (1677, 1705), 'lat_range': (35.859375, 54.84375), 'lon_range': (-7.719298245614056, 9.824561403508744), 'heatwave_length': 29}",166,1944-08-06,1944-09-03,1677,1705,"(1677, 1705)","(35.859375, 54.84375)","(-7.719298245614056, 9.824561403508744)",29,8,1944,2900492.0
"{'time_range': (1686, 1688), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 3}",167,1944-08-15,1944-08-17,1686,1688,"(1686, 1688)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",3,8,1944,97776.0
"{'time_range': (1691, 1704), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 14}",168,1944-08-20,1944-09-02,1691,1704,"(1691, 1704)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",14,8,1944,191705.0
"{'time_range': (1701, 1704), 'lat_range': (37.265625, 52.734375), 'lon_range': (-7.017543859649145, 0.7017543859648876), 'heatwave_length': 4}",169,1944-08-30,1944-09-02,1701,1704,"(1701, 1704)","(37.265625, 52.734375)","(-7.017543859649145, 0.7017543859648876)",4,8,1944,1046320.0
"{'time_range': (1782, 1784), 'lat_range': (42.1875, 54.84375), 'lon_range': (0.7017543859648876, 9.824561403508744), 'heatwave_length': 3}",170,1944-11-19,1944-11-21,1782,1784,"(1782, 1784)","(42.1875, 54.84375)","(0.7017543859648876, 9.824561403508744)",3,11,1944,947787.0
"{'time_range': (1785, 1788), 'lat_range': (36.5625, 47.8125), 'lon_range': (-8.421052631578968, -1.4035087719298485), 'heatwave_length': 4}",171,1944-11-22,1944-11-25,1785,1788,"(1785, 1788)","(36.5625, 47.8125)","(-8.421052631578968, -1.4035087719298485)",4,11,1944,724893.0
"{'time_range': (1787, 1790), 'lat_range': (46.40625, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 4}",174,1944-11-24,1944-11-27,1787,1790,"(1787, 1790)","(46.40625, 54.84375)","(-9.824561403508792, -7.719298245614056)",4,11,1944,139645.0
"{'time_range': (1860, 1863), 'lat_range': (36.5625, 45.703125), 'lon_range': (-8.421052631578968, -1.4035087719298485), 'heatwave_length': 4}",175,1945-02-05,1945-02-08,1860,1863,"(1860, 1863)","(36.5625, 45.703125)","(-8.421052631578968, -1.4035087719298485)",4,2,1945,598701.0
"{'time_range': (1868, 1870), 'lat_range': (45.0, 54.84375), 'lon_range': (-9.824561403508792, -8.421052631578968), 'heatwave_length': 3}",178,1945-02-13,1945-02-15,1868,1870,"(1868, 1870)","(45.0, 54.84375)","(-9.824561403508792, -8.421052631578968)",3,2,1945,110229.0
"{'time_range': (1872, 1875), 'lat_range': (40.78125, 50.625), 'lon_range': (1.4035087719297996, 9.824561403508744), 'heatwave_length': 4}",179,1945-02-17,1945-02-20,1872,1875,"(1872, 1875)","(40.78125, 50.625)","(1.4035087719297996, 9.824561403508744)",4,2,1945,717402.0
"{'time_range': (1880, 1884), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 5}",181,1945-02-25,1945-03-01,1880,1884,"(1880, 1884)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",5,2,1945,97776.0
"{'time_range': (1894, 1899), 'lat_range': (35.859375, 41.484375), 'lon_range': (-7.719298245614056, -1.4035087719298485), 'heatwave_length': 6}",183,1945-03-11,1945-03-16,1894,1899,"(1894, 1899)","(35.859375, 41.484375)","(-7.719298245614056, -1.4035087719298485)",6,3,1945,343717.0
"{'time_range': (1896, 1898), 'lat_range': (41.484375, 46.40625), 'lon_range': (6.315789473684184, 9.824561403508744), 'heatwave_length': 3}",184,1945-03-13,1945-03-15,1896,1898,"(1896, 1898)","(41.484375, 46.40625)","(6.315789473684184, 9.824561403508744)",3,3,1945,154087.0
"{'time_range': (1903, 1906), 'lat_range': (35.859375, 42.1875), 'lon_range': (-7.719298245614056, -1.4035087719298485), 'heatwave_length': 4}",186,1945-03-20,1945-03-23,1903,1906,"(1903, 1906)","(35.859375, 42.1875)","(-7.719298245614056, -1.4035087719298485)",4,3,1945,384776.0
"{'time_range': (1904, 1910), 'lat_range': (40.078125, 54.84375), 'lon_range': (-2.1052631578947603, 9.824561403508744), 'heatwave_length': 7}",187,1945-03-21,1945-03-27,1904,1910,"(1904, 1910)","(40.078125, 54.84375)","(-2.1052631578947603, 9.824561403508744)",7,3,1945,1475837.0
"{'time_range': (1913, 1940), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.824561403508792, 9.824561403508744), 'heatwave_length': 28}",189,1945-03-30,1945-04-26,1913,1940,"(1913, 1940)","(35.859375, 54.84375)","(-9.824561403508792, 9.824561403508744)",28,3,1945,3248551.0
"{'time_range': (1916, 1928), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 13}",190,1945-04-02,1945-04-14,1916,1928,"(1916, 1928)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",13,4,1945,191705.0
"{'time_range': (1926, 1934), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 9}",191,1945-04-12,1945-04-20,1926,1934,"(1926, 1934)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",9,4,1945,97776.0
"{'time_range': (1930, 1941), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 12}",192,1945-04-16,1945-04-27,1930,1941,"(1930, 1941)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",12,4,1945,191705.0
"{'time_range': (1950, 1967), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.824561403508792, 9.824561403508744), 'heatwave_length': 18}",193,1945-05-06,1945-05-23,1950,1967,"(1950, 1967)","(35.859375, 54.84375)","(-9.824561403508792, 9.824561403508744)",18,5,1945,3248551.0
"{'time_range': (1952, 1969), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 18}",194,1945-05-08,1945-05-25,1952,1969,"(1952, 1969)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",18,5,1945,191705.0
"{'time_range': (1980, 1986), 'lat_range': (37.96875, 54.84375), 'lon_range': (-6.315789473684233, 9.824561403508744), 'heatwave_length': 7}",196,1945-06-05,1945-06-11,1980,1986,"(1980, 1986)","(37.96875, 54.84375)","(-6.315789473684233, 9.824561403508744)",7,6,1945,2327357.0
"{'time_range': (1985, 1992), 'lat_range': (35.859375, 47.8125), 'lon_range': (-8.421052631578968, -2.1052631578947603), 'heatwave_length': 8}",197,1945-06-10,1945-06-17,1985,1992,"(1985, 1992)","(35.859375, 47.8125)","(-8.421052631578968, -2.1052631578947603)",8,6,1945,697020.0
"{'time_range': (1994, 1997), 'lat_range': (40.078125, 54.84375), 'lon_range': (2.1052631578947114, 9.824561403508744), 'heatwave_length': 4}",198,1945-06-19,1945-06-22,1994,1997,"(1994, 1997)","(40.078125, 54.84375)","(2.1052631578947114, 9.824561403508744)",4,6,1945,954954.0
"{'time_range': (1996, 2001), 'lat_range': (54.84375, 54.84375), 'lon_range': (-4.2105263157894965, -0.7017543859649364), 'heatwave_length': 6}",199,1945-06-21,1945-06-26,1996,2001,"(1996, 2001)","(54.84375, 54.84375)","(-4.2105263157894965, -0.7017543859649364)",6,6,1945,0.0
"{'time_range': (1997, 2004), 'lat_range': (35.859375, 54.84375), 'lon_range': (-8.421052631578968, 8.42105263157892), 'heatwave_length': 8}",200,1945-06-22,1945-06-29,1997,2004,"(1997, 2004)","(35.859375, 54.84375)","(-8.421052631578968, 8.42105263157892)",8,6,1945,2784472.0
"{'time_range': (1998, 2006), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 9}",201,1945-06-23,1945-07-01,1998,2006,"(1998, 2006)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",9,6,1945,191705.0
"{'time_range': (2018, 2036), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.824561403508792, 9.824561403508744), 'heatwave_length': 19}",202,1945-07-13,1945-07-31,2018,2036,"(2018, 2036)","(35.859375, 54.84375)","(-9.824561403508792, 9.824561403508744)",19,7,1945,3248551.0
"{'time_range': (2033, 2037), 'lat_range': (49.21875, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 5}",203,1945-07-28,1945-08-01,2033,2037,"(2033, 2037)","(49.21875, 54.84375)","(-9.824561403508792, -7.719298245614056)",5,7,1945,90285.0
"{'time_range': (2038, 2040), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 3}",204,1945-08-02,1945-08-04,2038,2040,"(2038, 2040)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",3,8,1945,97776.0
"{'time_range': (2047, 2050), 'lat_range': (47.8125, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 4}",207,1945-08-11,1945-08-14,2047,2050,"(2047, 2050)","(47.8125, 54.84375)","(-9.824561403508792, -7.719298245614056)",4,8,1945,114622.0
"{'time_range': (2048, 2050), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 3}",208,1945-08-12,1945-08-14,2048,2050,"(2048, 2050)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",3,8,1945,97776.0
"{'time_range': (2053, 2055), 'lat_range': (48.515625, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 3}",209,1945-08-17,1945-08-19,2053,2055,"(2053, 2055)","(48.515625, 54.84375)","(-9.824561403508792, -7.719298245614056)",3,8,1945,102367.0
"{'time_range': (2061, 2064), 'lat_range': (35.859375, 48.515625), 'lon_range': (-6.315789473684233, 3.508771929824536), 'heatwave_length': 4}",210,1945-08-25,1945-08-28,2061,2064,"(2061, 2064)","(35.859375, 48.515625)","(-6.315789473684233, 3.508771929824536)",4,8,1945,1141706.0
"{'time_range': (2064, 2072), 'lat_range': (54.84375, 54.84375), 'lon_range': (-4.2105263157894965, -0.7017543859649364), 'heatwave_length': 9}",211,1945-08-28,1945-09-05,2064,2072,"(2064, 2072)","(54.84375, 54.84375)","(-4.2105263157894965, -0.7017543859649364)",9,8,1945,0.0
"{'time_range': (2069, 2076), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 8}",213,1945-09-02,1945-09-09,2069,2076,"(2069, 2076)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",8,9,1945,191705.0
"{'time_range': (2070, 2072), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 3}",214,1945-09-03,1945-09-05,2070,2072,"(2070, 2072)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",3,9,1945,97776.0
"{'time_range': (2071, 2075), 'lat_range': (35.859375, 47.8125), 'lon_range': (-9.824561403508792, -1.4035087719298485), 'heatwave_length': 5}",215,1945-09-04,1945-09-08,2071,2075,"(2071, 2075)","(35.859375, 47.8125)","(-9.824561403508792, -1.4035087719298485)",5,9,1945,929360.0
"{'time_range': (2078, 2092), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.122807017543881, 9.824561403508744), 'heatwave_length': 15}",216,1945-09-11,1945-09-25,2078,2092,"(2078, 2092)","(35.859375, 54.84375)","(-9.122807017543881, 9.824561403508744)",15,9,1945,3132531.0
"{'time_range': (2086, 2090), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 5}",219,1945-09-19,1945-09-23,2086,2090,"(2086, 2090)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",5,9,1945,191705.0
"{'time_range': (2096, 2121), 'lat_range': (35.859375, 54.84375), 'lon_range': (-7.719298245614056, 9.824561403508744), 'heatwave_length': 26}",220,1945-09-29,1945-10-24,2096,2121,"(2096, 2121)","(35.859375, 54.84375)","(-7.719298245614056, 9.824561403508744)",26,9,1945,2900492.0
"{'time_range': (2107, 2111), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.122807017543831), 'heatwave_length': 5}",221,1945-10-10,1945-10-14,2107,2111,"(2107, 2111)","(35.15625, 38.671875)","(7.017543859649096, 9.122807017543831)",5,10,1945,73332.0
"{'time_range': (2116, 2118), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 3}",222,1945-10-19,1945-10-21,2116,2118,"(2116, 2118)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",3,10,1945,97776.0
"{'time_range': (2126, 2128), 'lat_range': (54.140625, 54.84375), 'lon_range': (-4.2105263157894965, 0.7017543859648876), 'heatwave_length': 3}",223,1945-10-29,1945-10-31,2126,2128,"(2126, 2128)","(54.140625, 54.84375)","(-4.2105263157894965, 0.7017543859648876)",3,10,1945,24860.0
